d,e,h,g,j,a,a,g,d,a,c,f,b,i,f,f,c,j,d,e,c5
a,h,d,h,c,g,b,j,i,f,e,j,i,f,g,j,a,d,c,f,c1
g,h,d,h,i,h,e,e,i,d,f,j,f,f,i,c,f,d,h,g,c1
c,f,h,h,g,h,f,f,g,a,d,f,b,i,g,b,e,b,b,e,c5
e,e,c,b,e,d,b,g,d,i,c,d,i,g,j,f,d,e,d,e,c2
i,c,c,i,h,c,e,h,h,a,f,f,b,i,f,f,i,d,i,g,c5
j,c,f,e,d,g,b,b,e,e,e,i,c,f,c,c,a,h,e,c,c3
h,a,g,b,h,a,c,a,f,a,i,f,b,i,f,j,h,j,d,f,c5
j,a,j,i,e,a,e,c,i,a,f,f,b,i,i,b,f,j,e,a,c5
e,a,d,h,g,j,g,f,c,b,f,h,a,i,d,c,e,j,e,c,c4
g,h,h,h,d,b,g,b,e,e,j,g,c,i,d,h,g,g,d,e,c3
b,e,a,g,a,j,e,b,e,e,g,f,c,c,b,f,i,b,c,i,c3
e,c,b,f,c,d,h,e,f,i,j,j,i,g,j,g,b,e,g,g,c2
d,i,f,g,f,b,c,f,c,f,h,j,a,h,d,d,g,g,c,c,c4
b,d,b,e,a,d,f,g,f,i,d,f,i,j,f,a,a,e,c,j,c2
d,i,g,j,c,g,j,f,g,a,f,f,b,i,j,e,a,h,d,f,c5
f,c,h,d,j,i,d,b,e,e,a,h,c,i,h,i,j,h,b,g,c3
f,h,a,a,e,b,h,i,i,a,h,f,b,i,g,i,b,d,c,e,c5
j,h,b,f,h,i,d,e,i,e,f,j,i,e,a,f,i,d,a,h,c1
g,c,j,h,f,a,h,h,c,j,h,c,a,b,d,h,e,j,g,c,c4
g,f,h,i,e,c,c,b,e,e,f,b,c,b,c,h,a,e,j,g,c3
g,h,a,b,g,d,a,a,j,i,j,b,i,e,c,e,c,e,d,b,c2
f,h,j,f,j,e,j,a,i,g,c,j,f,j,e,j,i,d,a,b,c1
g,a,j,e,b,e,j,b,e,e,g,e,c,e,b,j,e,g,d,j,c3
c,b,j,a,h,b,b,b,e,e,h,d,c,b,c,b,b,h,i,c,c3
c,h,g,j,c,c,j,i,i,c,f,j,b,h,f,d,i,d,h,g,c1
b,a,a,b,b,i,c,b,d,a,a,f,b,i,c,c,j,i,g,a,c5
a,j,b,h,d,c,d,c,d,a,b,f,b,i,j,a,h,f,g,j,c5
a,g,a,i,a,h,b,f,e,a,b,f,b,i,g,b,i,d,c,f,c5
e,f,c,e,h,d,d,c,h,i,b,g,i,a,i,a,g,e,g,a,c2
a,a,j,b,c,c,f,i,c,j,h,f,a,a,d,g,b,g,j,c,c4
j,e,b,b,f,d,d,d,c,e,i,j,a,a,d,j,i,f,g,c,c4
c,j,e,h,b,j,h,b,e,e,c,i,c,a,h,f,c,g,h,f,c3
j,d,d,e,g,d,g,i,c,i,j,g,i,e,f,c,h,e,h,d,c2
f,a,e,b,h,a,f,b,e,e,f,e,c,b,b,e,d,b,g,f,c3
j,h,d,b,a,j,g,f,i,j,e,j,b,c,h,b,c,d,c,i,c1
b,b,i,b,e,b,c,b,e,e,j,j,c,b,b,j,d,d,j,h,c3
c,h,i,f,j,g,c,d,i,a,j,f,b,i,a,f,d,c,j,f,c5
b,b,d,b,c,i,h,g,d,a,e,f,b,i,c,a,j,c,c,b,c5
d,f,f,g,a,f,e,b,e,e,e,b,c,j,j,a,f,g,b,e,c3
d,e,e,h,h,b,a,d,c,g,c,e,a,d,d,c,d,b,h,c,c4
b,j,b,e,e,e,b,e,d,a,f,f,b,i,a,c,e,j,j,f,c5
d,b,h,g,a,b,b,b,e,e,a,b,c,c,a,f,i,h,i,i,c3
i,g,a,h,a,i,b,b,e,e,b,j,c,e,j,f,d,e,e,f,c3
b,a,h,g,b,i,g,b,e,e,j,i,c,f,a,h,c,e,b,j,c3
j,h,i,e,g,j,e,e,c,c,g,a,a,g,d,f,c,j,e,c,c4
j,b,i,b,b,c,c,b,e,e,e,j,c,j,f,j,a,f,e,j,c3
i,i,f,g,e,a,j,j,c,f,j,h,a,b,d,c,c,c,e,c,c4
g,b,f,a,b,h,d,b,e,e,i,i,c,f,c,a,b,j,e,c,c3
g,h,h,a,c,g,b,f,h,a,g,f,b,i,g,b,g,d,a,b,c5
g,e,g,a,f,f,d,g,c,c,i,e,a,b,d,i,j,f,c,c,c4
a,b,j,e,b,a,j,i,c,a,g,f,b,i,c,f,j,i,j,a,c5
h,h,e,e,f,a,i,g,i,i,c,j,f,g,g,j,c,d,c,b,c1
a,b,g,j,b,d,i,b,h,i,j,h,i,f,b,h,e,e,e,e,c2
e,h,g,b,d,h,b,i,i,e,c,j,f,g,a,b,b,d,c,j,c1
e,g,e,f,h,j,e,b,e,e,g,a,c,a,j,d,i,j,f,f,c3
j,b,b,c,j,c,c,a,c,j,j,f,a,i,d,a,f,j,j,c,c4
h,j,h,j,b,d,e,j,j,i,g,j,i,f,g,c,g,e,c,c,c2
g,i,c,i,g,d,f,i,c,c,d,j,a,f,d,h,h,i,c,c,c4
j,h,a,i,a,d,a,h,c,g,h,i,a,i,d,i,e,j,f,c,c4
d,d,a,f,b,b,i,c,a,a,a,f,b,i,b,d,e,b,a,g,c5
b,h,f,d,a,c,g,f,i,c,i,j,i,c,a,c,c,d,e,a,c1
e,d,b,b,g,d,i,f,e,i,a,b,i,a,g,c,d,e,a,b,c2
f,b,f,e,g,c,b,a,c,j,j,d,a,d,d,j,b,f,h,c,c4
j,h,e,d,h,g,g,j,i,c,a,j,j,g,a,e,c,d,e,g,c1
d,f,i,a,b,c,j,j,j,a,b,f,b,i,a,j,i,h,g,j,c5
i,h,i,c,e,j,g,e,i,j,d,j,d,c,i,c,j,d,d,a,c1
j,f,c,c,a,i,b,b,e,e,j,h,c,g,c,f,a,b,d,g,c3
f,d,f,a,b,g,c,b,e,e,b,a,c,j,j,i,i,h,i,e,c3
g,h,g,d,g,h,a,h,i,d,c,j,c,h,b,f,b,d,g,i,c1
a,g,d,f,f,i,g,b,j,a,j,f,b,i,d,h,j,h,j,a,c5
a,g,i,b,e,a,f,i,c,a,g,f,b,i,j,a,a,a,b,i,c5
b,g,b,i,b,d,h,b,e,e,g,e,c,j,e,d,g,g,c,e,c3
e,h,b,f,e,c,a,e,i,d,c,j,a,g,d,j,i,d,d,b,c1
h,j,g,b,j,e,h,a,c,c,e,i,a,j,d,f,a,c,a,c,c4
i,e,g,c,b,h,j,j,c,e,d,f,a,c,d,h,b,e,a,c,c4
d,h,d,c,c,c,h,d,i,h,e,j,d,d,c,i,g,d,h,c,c1
f,i,h,d,f,d,j,b,a,i,i,h,i,d,j,g,f,e,h,h,c2
j,a,d,b,g,b,f,b,e,e,f,c,c,d,i,c,i,a,f,d,c3
e,g,f,j,j,d,a,d,e,i,e,d,i,e,j,j,e,e,f,e,c2
f,b,h,a,h,e,g,b,e,e,a,h,c,b,g,a,i,d,g,a,c3
j,b,f,e,c,d,f,h,g,i,h,c,i,f,f,a,b,e,d,i,c2
e,i,a,b,a,c,e,b,f,a,j,f,b,i,g,d,c,f,f,g,c5
c,c,b,i,h,j,e,f,c,g,e,h,a,b,d,e,c,h,h,c,c4
b,d,c,b,b,e,h,f,i,a,f,f,b,i,j,f,i,e,i,h,c5
g,i,f,j,i,d,f,e,f,i,b,e,i,a,d,f,b,e,g,h,c2
c,h,d,i,b,b,e,i,i,g,g,j,h,b,h,c,i,d,b,g,c1
j,h,c,c,f,i,f,i,i,a,d,j,a,e,j,j,g,d,a,c,c1
f,j,c,c,d,d,j,e,i,i,f,d,i,d,i,i,f,e,c,h,c2
e,c,c,e,e,g,h,b,e,e,f,f,c,j,j,e,e,e,g,e,c3
g,h,g,f,i,d,b,g,i,c,j,j,f,a,h,f,d,d,d,a,c1
b,b,j,i,c,e,i,d,c,i,c,i,a,i,d,b,c,b,h,c,c4
d,h,h,i,h,h,d,f,i,b,h,j,g,d,c,d,b,d,d,j,c1
g,i,h,g,h,d,h,e,i,i,g,b,i,d,a,c,g,e,e,c,c2
e,h,g,g,b,d,j,a,c,a,j,f,b,i,h,f,c,f,h,b,c5
h,h,f,h,f,d,c,j,i,j,a,j,i,a,e,g,j,d,i,g,c1
f,b,h,j,b,d,c,b,c,i,h,a,i,h,i,e,e,e,e,a,c2
a,h,f,f,g,a,f,h,i,j,f,j,f,e,b,j,c,d,e,g,c1
a,d,i,f,c,a,a,i,c,e,h,h,a,a,d,c,e,e,b,c,c4
d,d,h,c,a,i,c,e,i,a,i,f,b,i,i,a,e,j,j,i,c5
h,j,d,i,g,h,e,i,e,a,c,f,b,i,f,j,g,g,a,h,c5
h,b,g,e,a,f,f,b,e,e,c,h,c,a,b,h,d,i,g,a,c3
g,h,d,j,g,a,f,h,i,j,d,j,h,f,g,e,e,d,h,c,c1
h,b,c,j,f,h,j,g,g,a,d,f,b,i,i,b,b,h,d,a,c5
a,j,c,e,d,h,c,e,a,a,g,f,b,i,g,c,b,i,e,i,c5
g,j,h,j,a,b,g,e,g,a,f,f,b,i,e,e,i,d,d,a,c5
a,e,c,f,g,f,g,a,b,a,a,f,b,i,b,b,a,h,a,e,c5
a,h,a,a,f,h,f,h,i,a,e,f,b,i,b,f,d,c,e,g,c5
c,b,c,f,b,g,e,d,d,a,e,f,b,i,j,f,b,g,g,c,c5
e,j,d,c,a,i,a,h,c,c,b,c,a,h,d,a,d,h,a,c,c4
b,c,c,e,i,d,b,b,a,i,i,h,i,h,e,i,b,e,i,h,c2
e,e,a,f,j,d,j,j,i,i,d,d,i,i,a,i,f,e,h,i,c2
g,f,b,c,i,d,b,d,g,i,i,f,i,a,a,c,h,e,g,a,c2
a,c,d,b,h,f,e,a,h,a,d,f,b,i,c,d,i,d,i,f,c5
a,h,j,i,e,a,i,b,i,h,b,j,a,i,d,h,j,d,b,b,c1
e,h,f,j,j,a,h,i,i,i,g,j,a,e,d,j,h,d,j,a,c1
f,b,c,c,d,j,j,g,g,a,c,f,b,i,i,a,e,j,e,g,c5
d,a,f,i,a,d,d,f,a,a,j,f,b,i,b,e,h,g,f,g,c5
b,b,f,c,d,a,c,b,e,e,d,h,c,j,d,i,b,g,d,b,c3
a,i,i,c,e,d,j,i,a,i,g,d,i,d,f,j,f,e,c,j,c2
i,a,c,d,h,j,h,b,e,e,g,h,c,j,h,c,d,g,f,b,c3
c,a,j,f,c,a,f,g,f,a,f,f,b,i,b,e,g,g,j,g,c5
h,j,b,d,j,a,f,b,e,e,a,h,c,c,b,e,h,b,f,a,c3
b,h,a,c,e,d,g,f,f,i,f,e,i,h,d,h,i,e,a,i,c2
j,c,e,b,e,j,f,b,e,e,d,c,c,a,a,a,j,h,j,a,c3
j,d,i,e,j,e,e,a,c,b,h,d,a,e,d,d,b,c,b,c,c4
b,h,a,a,b,d,j,g,b,i,b,f,i,e,e,g,d,e,b,j,c2
f,a,c,b,a,d,c,f,h,a,b,f,b,i,d,g,e,f,d,j,c5
h,b,c,b,d,g,g,b,e,e,c,c,c,i,j,g,g,a,d,e,c3
c,h,i,f,i,a,d,g,i,d,d,j,c,f,h,j,f,d,b,d,c1
h,i,a,b,f,d,f,g,d,i,c,e,i,c,i,g,i,e,j,f,c2
g,e,g,g,j,j,f,c,c,c,a,a,a,e,d,h,d,c,c,c,c4
h,i,a,e,f,b,a,b,e,e,b,b,c,d,i,g,f,h,a,e,c3
b,g,f,g,e,j,f,b,e,e,a,e,c,b,f,c,a,a,d,g,c3
i,c,i,c,j,d,d,f,c,i,b,h,a,b,d,c,e,e,h,c,c4
e,h,e,a,e,h,d,i,c,e,e,d,a,e,d,j,j,d,c,c,c4
a,d,e,c,i,c,f,g,c,j,f,g,a,i,d,a,j,g,f,c,c4
d,b,h,h,g,a,h,b,c,g,b,c,a,b,d,b,a,a,j,c,c4
f,g,d,b,i,b,i,e,e,a,j,f,b,i,c,e,a,h,f,c,c5
b,h,i,c,h,d,b,c,i,g,h,j,j,e,e,c,a,d,i,g,c1
e,h,j,c,b,b,e,c,i,b,f,j,e,c,h,g,e,d,f,g,c1
g,g,d,b,c,j,h,i,c,e,b,g,a,d,d,j,g,i,b,c,c4
b,j,c,e,f,e,f,a,d,a,i,f,b,i,h,h,b,f,f,i,c5
a,j,j,f,j,f,e,b,e,e,f,c,c,b,h,j,i,g,h,g,c3
i,h,e,h,e,e,d,g,i,e,b,j,i,j,e,d,e,d,j,e,c1
j,g,f,h,d,d,c,e,i,i,e,d,i,i,f,g,h,e,h,f,c2
d,b,j,f,j,d,c,b,b,i,d,g,i,g,b,c,d,e,j,b,c2
a,d,b,b,c,i,f,e,c,a,i,f,a,j,d,h,h,b,b,c,c4
i,b,b,a,b,d,b,g,d,a,d,f,b,i,b,d,j,i,f,a,c5
c,d,c,j,h,d,e,b,e,e,i,f,c,a,c,b,d,c,b,h,c3
i,d,j,f,j,d,j,i,b,i,c,f,i,h,a,d,a,e,i,b,c2
i,h,b,e,a,d,d,f,i,j,f,j,d,e,i,j,d,d,b,a,c1
h,h,f,h,c,a,i,b,e,e,b,g,c,a,j,j,i,g,f,a,c3
b,j,j,e,a,c,a,j,c,b,b,a,a,b,d,e,b,g,d,c,c4
i,f,a,i,h,d,e,e,b,i,d,g,i,e,d,b,a,e,b,j,c2
a,j,f,i,c,d,d,c,a,i,f,a,i,b,h,a,g,e,f,d,c2
g,i,a,e,f,b,b,d,g,a,e,f,b,i,d,j,j,g,j,h,c5
e,a,d,d,d,e,b,b,e,e,j,e,c,c,e,c,b,j,h,i,c3
j,d,j,e,i,e,f,h,c,j,j,b,a,a,d,c,f,i,e,c,c4
j,g,i,b,j,d,e,j,h,i,b,a,i,e,b,d,d,e,f,c,c2
h,h,f,e,d,g,j,j,i,g,d,j,f,f,g,b,i,d,j,a,c1
g,i,d,f,e,i,b,g,j,a,f,f,b,i,i,e,e,h,g,g,c5
f,b,d,e,a,e,h,c,g,a,g,f,b,i,j,d,a,f,i,g,c5
a,e,i,c,c,i,b,b,e,e,h,d,c,j,c,g,j,e,j,f,c3
j,a,d,c,h,f,a,g,d,a,c,f,b,i,b,c,i,b,j,d,c5
f,b,e,d,a,d,h,d,e,i,f,i,i,j,g,d,c,e,b,e,c2
d,h,f,j,a,a,e,a,i,a,g,f,b,i,e,a,j,e,c,e,c5
j,h,i,f,j,a,g,b,i,c,f,j,h,j,c,c,f,d,i,h,c1
f,h,b,e,c,j,c,f,i,g,a,j,f,i,c,b,h,d,b,g,c1
h,g,a,g,f,c,j,a,c,c,f,j,a,b,d,b,h,j,b,c,c4
c,d,e,b,j,c,a,b,e,e,e,g,c,b,h,e,d,h,b,d,c3
j,e,f,j,d,i,g,j,g,a,g,f,b,i,i,i,f,c,e,j,c5
j,h,f,f,d,c,d,g,i,a,h,j,i,a,e,f,a,d,i,h,c1
e,h,d,i,i,g,h,a,i,e,j,j,f,j,f,i,f,d,f,d,c1
d,i,i,c,f,e,a,d,c,a,h,f,b,i,j,a,e,d,f,e,c5
f,h,d,c,e,i,g,f,i,g,d,j,b,e,b,j,d,d,i,d,c1
b,h,j,a,b,b,d,a,i,e,c,j,e,g,g,e,h,d,f,h,c1
g,a,e,d,c,d,h,b,e,e,b,a,c,f,f,c,g,a,a,i,c3
d,h,h,d,h,b,a,g,i,b,h,j,f,a,b,c,c,d,a,j,c1
a,d,i,g,f,a,j,b,e,e,e,f,c,j,h,e,e,i,b,c,c3
f,c,e,c,f,a,a,g,c,g,g,i,a,f,d,i,g,b,i,c,c4
e,h,a,e,h,b,g,b,i,j,b,j,g,e,i,d,d,d,d,a,c1
b,g,d,c,f,i,d,b,e,e,a,b,c,b,e,g,j,f,e,h,c3
b,i,b,a,b,d,b,h,f,i,c,g,i,h,g,i,h,e,i,b,c2
c,d,i,a,e,g,f,b,c,i,i,d,a,j,d,h,e,a,j,c,c4
f,b,h,i,a,b,f,e,f,a,c,f,b,i,i,a,a,i,a,a,c5
a,b,f,f,j,e,c,b,e,a,i,f,b,i,i,h,b,j,d,g,c5
a,h,c,f,e,h,e,b,c,f,h,j,a,a,d,f,e,a,h,c,c4
a,e,i,d,g,d,d,c,j,i,d,a,i,h,i,g,b,e,h,h,c2
i,g,i,h,j,c,f,j,h,a,h,f,b,i,i,i,g,b,d,g,c5
d,h,d,a,j,e,b,a,i,f,h,j,f,e,d,c,j,d,b,i,c1
j,j,g,b,h,d,a,h,b,i,g,h,i,h,i,e,d,e,h,h,c2
c,a,a,j,d,i,i,d,c,d,e,c,a,g,d,a,h,h,f,c,c4
f,h,j,h,a,j,j,j,i,f,j,j,b,j,c,f,b,d,h,a,c1
e,h,e,a,d,j,d,d,i,i,b,j,g,f,j,e,g,d,h,b,c1
e,d,h,g,h,h,i,b,c,b,d,g,a,b,d,f,e,a,d,c,c4
j,f,d,g,j,d,i,e,j,i,f,i,i,b,c,h,e,e,h,f,c2
c,a,d,e,i,a,i,b,e,e,c,b,c,d,g,h,i,d,c,c,c3
d,h,d,h,a,i,e,c,i,c,h,j,g,b,j,b,d,d,c,j,c1
f,i,f,c,e,c,i,b,e,e,i,g,c,i,j,h,i,b,i,d,c3
j,j,j,h,e,g,b,e,d,a,j,f,b,i,d,i,d,e,c,c,c5
a,j,b,j,c,d,c,c,j,i,e,d,i,f,h,b,f,e,f,j,c2
e,g,j,h,h,j,a,a,e,a,d,f,b,i,i,h,g,g,h,i,c5
i,j,h,a,g,a,g,a,b,a,b,f,b,i,f,i,e,i,h,f,c5
e,h,c,b,i,g,h,d,i,a,j,j,g,b,i,f,f,d,h,g,c1
b,h,i,j,j,d,c,f,i,g,a,j,f,b,j,a,g,d,a,b,c1
c,h,c,f,j,a,j,i,i,f,a,j,g,h,j,h,f,d,i,c,c1
e,f,b,f,g,g,e,e,i,a,g,f,b,i,a,e,e,c,c,j,c5
h,h,b,c,a,a,c,i,i,g,d,j,e,f,d,c,d,d,e,b,c1
h,g,a,d,b,g,f,a,c,b,d,e,a,e,d,j,j,g,j,c,c4
g,i,c,g,i,i,b,g,c,j,g,a,a,i,d,c,a,h,g,c,c4
g,a,a,c,h,d,f,h,c,i,b,d,a,d,d,a,g,i,a,c,c4
c,h,g,i,b,e,g,e,i,c,d,j,f,e,d,h,h,d,b,d,c1
b,e,i,j,g,b,h,a,h,a,f,f,b,i,h,j,j,f,c,d,c5
b,f,h,a,d,d,a,b,g,i,i,i,i,i,d,b,e,e,d,g,c2
i,d,f,b,g,b,f,g,c,e,f,b,a,d,d,i,d,e,i,c,c4
j,a,f,f,f,d,a,a,a,i,j,f,i,a,f,g,e,e,e,d,c2
e,a,d,c,h,i,i,b,e,e,h,g,c,i,a,h,b,b,c,c,c3
e,f,e,e,e,d,h,j,j,i,g,i,i,j,d,d,c,e,e,b,c2
h,h,i,h,j,c,j,b,i,e,h,j,a,j,e,f,a,d,e,e,c1
i,f,f,b,b,j,d,h,i,a,d,f,b,i,f,c,b,j,i,j,c5
f,c,a,i,e,c,f,c,c,a,a,f,a,j,d,h,e,e,c,c,c4
e,f,j,j,g,d,h,c,a,i,i,e,i,i,a,i,g,e,f,d,c2
i,e,c,e,d,e,j,j,c,c,b,a,a,j,d,f,d,i,a,c,c4
d,e,b,g,f,e,i,b,e,e,b,a,c,g,d,a,d,j,g,f,c3
c,f,e,j,c,d,b,e,f,i,a,f,i,i,c,f,b,e,g,g,c2
j,i,c,g,h,e,j,b,e,e,g,b,c,j,g,h,h,b,f,f,c3
c,h,f,j,h,i,e,g,i,f,j,j,h,h,a,f,a,d,c,e,c1
b,e,i,a,j,d,c,j,f,i,d,e,i,e,h,b,a,e,g,a,c2
b,a,g,c,i,h,i,b,c,g,f,h,a,b,d,j,d,h,c,c,c4
i,h,d,i,g,j,c,j,i,h,g,j,h,e,i,f,e,d,c,f,c1
a,h,d,j,g,b,g,g,i,c,a,j,i,i,i,j,c,d,e,i,c1
f,d,b,f,d,b,i,b,e,e,a,f,c,g,g,c,h,e,b,g,c3
c,h,c,a,c,a,a,d,i,i,b,j,h,g,h,h,i,d,a,c,c1
f,d,b,i,e,c,e,e,c,a,j,h,a,b,d,c,h,g,b,c,c4
d,g,i,h,g,b,c,e,a,a,e,f,b,i,f,d,f,f,h,h,c5
c,c,g,j,e,i,d,b,e,e,g,b,c,a,a,b,a,f,h,d,c3
h,c,g,b,b,d,j,b,e,e,h,h,c,g,a,i,h,b,f,h,c3
h,g,i,b,h,i,a,e,c,i,f,h,a,g,d,j,d,j,d,c,c4
c,e,i,d,a,i,e,i,e,a,g,f,b,i,i,i,c,b,d,c,c5
e,c,f,d,a,f,d,b,e,e,h,a,c,b,e,c,a,a,d,h,c3
h,h,j,a,b,i,c,a,c,a,a,b,a,d,d,j,j,b,g,c,c4
d,g,f,e,g,j,d,f,d,a,a,f,b,i,c,e,b,g,i,d,c5
b,b,d,i,a,c,h,d,h,a,a,f,b,i,f,a,e,h,f,b,c5
d,h,i,a,a,e,f,a,i,b,h,j,f,d,f,d,a,d,e,i,c1
j,h,d,c,g,c,i,g,i,g,g,j,g,c,g,f,h,d,i,b,c1
f,j,b,h,j,f,d,a,c,c,j,h,a,h,d,e,g,g,g,c,c4
c,b,h,j,b,i,f,h,c,d,h,h,a,e,d,g,b,b,i,c,c4
j,g,d,d,e,d,i,i,a,i,f,a,i,h,b,h,a,e,a,c,c2
f,f,g,d,e,i,h,b,e,e,i,h,c,a,b,j,e,e,h,e,c3
g,g,b,e,g,d,f,c,c,i,j,j,i,a,g,b,i,e,i,h,c2
g,b,j,b,h,f,i,b,e,e,g,a,c,b,b,d,a,d,h,g,c3
f,e,d,g,d,j,g,f,a,a,f,f,b,i,j,a,a,b,j,j,c5
e,d,b,h,i,j,h,b,e,e,g,i,c,d,a,d,f,c,g,b,c3
a,h,e,j,f,e,i,c,i,g,f,j,c,a,i,b,h,d,j,d,c1
e,e,b,f,a,d,b,b,e,e,h,j,c,h,h,c,f,f,a,e,c3
g,d,h,i,j,d,i,j,i,i,c,f,i,e,g,h,e,e,d,d,c2
d,f,f,e,c,d,e,b,f,i,a,h,i,g,h,g,j,e,e,a,c2
e,a,i,g,c,e,g,b,e,e,f,j,c,d,d,d,f,i,a,f,c3
e,g,f,d,a,i,c,b,e,e,a,b,c,c,a,a,h,c,b,j,c3
j,a,e,i,e,d,h,e,f,i,c,c,i,i,d,c,b,e,e,b,c2
b,j,e,h,e,d,d,i,b,i,d,i,i,c,h,e,e,e,g,e,c2
f,h,e,e,b,d,f,i,i,g,b,j,i,g,e,a,c,d,c,j,c1
j,h,e,f,g,c,f,d,i,a,c,j,i,c,h,a,h,d,c,c,c1
c,h,a,h,d,e,j,b,i,b,i,j,c,d,f,e,e,d,d,e,c1
b,j,g,j,g,c,a,b,e,e,a,a,c,c,d,c,i,i,f,d,c3
a,h,c,d,d,h,e,b,i,c,d,j,g,f,g,b,b,d,g,h,c1
j,c,c,c,f,h,a,f,c,c,d,e,a,h,d,e,i,c,g,c,c4
j,h,a,f,e,d,j,f,j,i,i,g,i,a,j,j,j,e,i,d,c2
b,h,i,i,j,a,i,a,i,b,b,j,f,c,b,g,a,d,e,i,c1
f,c,a,f,e,g,a,c,h,a,b,f,b,i,d,f,e,h,f,j,c5
f,h,e,g,d,e,c,b,i,a,a,j,d,a,j,g,i,d,a,a,c1
g,g,c,e,b,c,d,b,c,f,e,g,a,j,d,j,f,f,g,c,c4
g,a,e,i,a,e,g,j,e,a,g,f,b,i,b,e,j,f,d,i,c5
f,a,f,e,e,j,i,b,e,e,d,h,c,c,i,a,g,j,g,a,c3
i,c,f,j,f,d,d,i,i,i,a,f,i,h,i,b,f,e,a,g,c2
e,b,d,e,c,e,f,b,c,d,h,e,a,g,d,i,e,f,e,c,c4
i,e,a,j,f,b,h,b,c,i,c,a,a,e,d,h,i,j,f,c,c4
